Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (Bytes),Transferred (Bytes),Total Transferred (Bytes),CO2 (mg),Carbon Rating,Word Count,Sentence Count,Average Words Per Sentence,Flesch Reading Ease Score,Readability,Text Ratio,Crawl Depth,Folder Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Near Duplicate Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,Language,HTTP Version,Mobile Alternate Link,Closest Semantically Similar Address,Semantic Similarity Score,No. Semantically Similar,Semantic Relevance Score,URL Encoded Address,Crawl Timestamp
https://www.syedirfanajmal.com/infographics/journo-outreach-checklist,text/html; charset=utf-8,200,OK,Indexable,,The Journo Outreach Checklist · Interactive Field Guide,55,490,"An interactive, field-tested checklist to get your journalist pitches ready before you hit send, covering targeting, timing, personalization, and follow-up.",156,916,,0,The Journo Outreach Checklist,29,,0,This checklist is one page of EMOS — the Earned Media OS.,57,"Want coverage like this, on repeat?",35,,,,https://www.syedirfanajmal.com/infographics/journo-outreach-checklist,,,,,,73215,12150,12150,1.80063,,845,140,6.035714286,97.88721154,Very Easy,7.1619344,1,1,,3,3,0,4.11,43,20,0,7,7,0,,,,,69ae789827d3862eb168b7beedc541fa,0.341,,,,,en,1.1,,,,,,https://www.syedirfanajmal.com/infographics/journo-outreach-checklist,2026-06-26 0:33:34
https://www.syedirfanajmal.com/press-kit,text/html; charset=utf-8,200,OK,Indexable,,Press Kit | Syed Irfan Ajmal,28,242,"Media and press resources for Syed Irfan Ajmal, Fractional CMO, founder of DMR.agency, and creator of EMOS. Bios, fast facts, headshots, coverage, and downloads.",161,1023,,0,Syed Irfan Ajmal,16,,0,Ready-to-use copy,17,What to quote him on,20,,,,https://www.syedirfanajmal.com/press-kit,,,,,,82071,17364,17364,2.5733448,,2006,435,4.611494253,72.34436324,Fairly Easy,16.303957,1,0,,205,65,0,89.04,55,30,0,24,22,0,,,,,75324d9840d83daccc7138ae1d0b3d3c,0.392,"Thu, 25 Jun 2026 19:19:50 GMT",,,,en,1.1,,,,,,https://www.syedirfanajmal.com/press-kit,2026-06-26 0:33:34
https://www.syedirfanajmal.com/newsletter,text/html; charset=utf-8,200,OK,Indexable,,Newsletter · Syed Irfan Ajmal,29,259,Real case studies. Unfiltered lessons. Two emails a month from a fractional CMO with 20+ years in the trenches.,111,689,,0,Two emails a month.,19,,0,Real case studies. Zero filler.,31,,0,,,,https://www.syedirfanajmal.com/newsletter,,,,,,50197,9505,9505,1.408641,,204,33,6.181818182,100,Very Easy,3.6237965,1,0,,63,63,0,86.3,38,17,0,7,7,0,,,,,1bb6683a2ff9a9694483d28b543b75e,0.296,,,,,en,1.1,,,,,,https://www.syedirfanajmal.com/newsletter,2026-06-26 0:33:34
https://www.syedirfanajmal.com/speaking,text/html; charset=utf-8,200,OK,Indexable,,Speaking · International Keynotes & Workshops · Syed Irfan Ajmal,64,580,"Keynotes and workshops on SEO-PR, earned media, content marketing, and personal branding. 15+ international stages including Dubai, Bali, Copenhagen, and Lahore.",161,1034,,0,Talks that move a metric.,25,,0,Six reels from the road.,24,Two talks I can give in my sleep.,33,,,,https://www.syedirfanajmal.com/speaking,,,,,,120072,18970,18970,2.811354,,1753,412,4.254854369,82.4933907,Easy,9.208724,1,0,,204,65,0,89.04,57,19,0,9,8,0,,,,,6b2ebdd771db6c1947b8f05f8508c7a8,0.285,,,,,en,1.1,,,,,,https://www.syedirfanajmal.com/speaking,2026-06-26 0:33:33
https://www.syedirfanajmal.com/ventures,text/html; charset=utf-8,200,OK,Indexable,,Ventures · Portfolio & Side Projects · Syed Irfan Ajmal,55,474,"SIA's portfolio of ventures, side projects, and entrepreneurial experiments across digital marketing, SaaS, and content.",120,724,,0,The businesses behind the bylines.,34,,0,Want the same for your brand?,29,Real case studies. Zero filler.,31,,,,https://www.syedirfanajmal.com/ventures,,,,,,78694,13197,13197,1.9557954,,1117,230,4.856521739,71.10509328,Fairly Easy,9.648564,1,0,,63,63,0,86.3,40,17,0,11,8,0,,,,,ebf33cefdedfeff6a9117f4f6702cf15,0.189,,,,,en,1.1,,,,,,https://www.syedirfanajmal.com/ventures,2026-06-26 0:33:34
https://www.syedirfanajmal.com/_next/static/chunks/0uk-i4.g.7-q4.js,application/javascript; charset=utf-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.106,"Thu, 25 Jun 2026 18:50:07 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/_next/static/chunks/0uk-i4.g.7-q4.js,2026-06-26 0:33:35
https://www.syedirfanajmal.com/fractional-cmo,text/html; charset=utf-8,200,OK,Indexable,,Fractional CMO · Strategic Marketing Leadership · Syed Irfan Ajmal,66,594,"Fractional CMO services for startups and scale-ups. GEO, SEO-PR strategy, earned media, and content marketing leadership — without the full-time overhead.",154,970,,0,"Marketing leadership, without the headcount.",44,,0,Six things you actually get.,28,"The numbers, in print.",22,,,,https://www.syedirfanajmal.com/fractional-cmo,,,,,,109929,19424,19424,2.8786368,,2356,422,5.582938389,86.1898795,Easy,13.006239,1,0,,262,65,0,89.04,45,17,0,16,13,0,,,,,ba23b4f3ee1ab3a661dae1d2e4b9ca28,0.129,,,,,en,1.1,,,,,,https://www.syedirfanajmal.com/fractional-cmo,2026-06-26 0:33:35
https://www.syedirfanajmal.com/_next/static/chunks/01jkn-x7_-b5r.js,application/javascript; charset=utf-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.085,"Thu, 25 Jun 2026 18:50:07 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/_next/static/chunks/01jkn-x7_-b5r.js,2026-06-26 0:33:35
https://www.syedirfanajmal.com/contact,text/html; charset=utf-8,200,OK,Indexable,,Contact · Get in Touch · Syed Irfan Ajmal,41,359,"Reach out for fractional CMO engagements, speaking invitations, EMOS enquiries, or press. Two business days to a reply.",119,747,,0,Let’s talk about your growth.,29,Let’s correspond.,17,Prefer to talk?,15,Real case studies. Zero filler.,31,,,,https://www.syedirfanajmal.com/contact,,,,,,51731,10223,10223,1.5150486,,410,93,4.408602151,86.60270784,Easy,5.836742,1,0,,194,66,0,90.41,40,17,0,9,9,0,,,,,ffdd8b3998168c3486270980ad85a416,0.125,,,,,en,1.1,,,,,,https://www.syedirfanajmal.com/contact,2026-06-26 0:33:35
https://www.syedirfanajmal.com/emos,text/html; charset=utf-8,200,OK,Indexable,,EMOS · Build the Media Presence Investors Check Before Your First Meeting · Syed Irfan Ajmal,92,837,"EMOS, the Earned Media Operating System, is a Guided Implementation System for founders 3 to 12 months from a Series A raise. One-time investment. Capability you keep forever.",175,1109,,0,Build the Media Presence Investors Check Before Your First Meeting.,67,,0,Someone who's been on both sides of the journalist's inbox.,59,Four failure modes. Every industry.,35,,,,https://www.syedirfanajmal.com/emos,,,,,,262465,51341,51341,7.6087362,,4648,965,4.816580311,80.3973758,Easy,10.712607,1,0,,302,70,0,95.89,53,13,0,5,5,0,,,,,ee95f4eca175fb97f247977440931479,0.13,,,,,en,1.1,,,,,,https://www.syedirfanajmal.com/emos,2026-06-26 0:33:35
https://www.syedirfanajmal.com/_next/static/chunks/0f.y7npi8u2v2.js,application/javascript; charset=utf-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.104,"Thu, 25 Jun 2026 18:50:07 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/_next/static/chunks/0f.y7npi8u2v2.js,2026-06-26 0:33:36
https://www.syedirfanajmal.com/assets/speaking/mps2016.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,61296,61296,61296,9.0840672,,0,,,,,0,1,2,,1,1,0,1.37,0,0,0,0,0,0,,,,,,0.25,"Thu, 25 Jun 2026 19:19:52 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/assets/speaking/mps2016.jpg,2026-06-26 0:33:36
https://www.syedirfanajmal.com/assets/testimonials/imani-lea-brown.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,5468,5468,5468,0.8103576,,0,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.264,"Thu, 25 Jun 2026 18:50:09 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/assets/testimonials/imani-lea-brown.jpg,2026-06-26 0:33:36
https://www.syedirfanajmal.com/strategy-call,text/html; charset=utf-8,200,OK,Indexable,,Book a Strategy Call · Syed Irfan Ajmal,39,340,"Book a free 30-minute strategy call with Syed Irfan Ajmal. Fractional CMO, earned media strategist, and founder of DMR.agency.",126,790,,0,Book a strategy call.,21,,0,,0,,0,,,,https://www.syedirfanajmal.com/strategy-call,,,,,,55472,10005,10005,1.482741,,240,44,5.454545455,100,Very Easy,3.502304,1,0,,144,64,0,87.67,38,17,0,7,7,0,,,,,d9367a7dab568c247b26b08620345e8c,0.276,,,,,en,1.1,,,,,,https://www.syedirfanajmal.com/strategy-call,2026-06-26 0:33:36
https://www.syedirfanajmal.com/_next/static/chunks/138cna.zgiern.js,application/javascript; charset=utf-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.089,"Thu, 25 Jun 2026 18:50:07 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/_next/static/chunks/138cna.zgiern.js,2026-06-26 0:33:36
https://www.syedirfanajmal.com/_next/static/chunks/0s-x.rn~cj3kz.js,application/javascript; charset=utf-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.272,"Thu, 25 Jun 2026 18:50:07 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/_next/static/chunks/0s-x.rn~cj3kz.js,2026-06-26 0:33:36
https://www.syedirfanajmal.com/tools/partnercollabiq,text/html; charset=utf-8,200,OK,Indexable,,PartnerCollabIQ · Partnership Intelligence Tool · Syed Irfan Ajmal,66,574,"AI-powered partnership intelligence. Discover non-obvious co-marketing partners, score them, generate personalised outreach, and export a 90-day campaign brief — in minutes.",173,1087,,0,,0,,0,"What if growth wasn’t about competing, but collaborating?",57,National Tyres & Autocare,25,,,,https://www.syedirfanajmal.com/tools/partnercollabiq,,,,,,40064,8267,8267,1.2251694,,240,66,3.636363636,55.44659091,Fairly Hard,4.073676,1,1,,2,2,0,2.74,2,1,0,0,0,0,,,,,5e83ebc925ed1fc603c0fd3fc7fe96bc,0.269,,,,,en,1.1,,,,,,https://www.syedirfanajmal.com/tools/partnercollabiq,2026-06-26 0:33:36
https://www.syedirfanajmal.com/_next/static/chunks/09x664t7jwwzm.css,text/css; charset=utf-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.252,"Thu, 25 Jun 2026 18:50:07 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/_next/static/chunks/09x664t7jwwzm.css,2026-06-26 0:33:36
https://www.syedirfanajmal.com/assets/testimonials/reem-el-shafaki.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,4177,4177,4177,0.6190314,,0,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.244,"Thu, 25 Jun 2026 18:50:09 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/assets/testimonials/reem-el-shafaki.jpg,2026-06-26 0:33:36
https://www.syedirfanajmal.com/refund-policy,text/html; charset=utf-8,200,OK,Indexable,,Refund Policy · Syed Irfan Ajmal,32,282,"EMOS refund terms, including our placements-or-refund guarantee, eligibility, and how to request a refund.",106,655,,0,Refund Policy,13,,0,Real case studies. Zero filler.,31,,0,,,,https://www.syedirfanajmal.com/refund-policy,,,,,,64416,11455,11455,1.697631,,501,79,6.341772152,74.42684378,Fairly Easy,5.7579484,1,0,,66,65,0,89.04,39,17,0,7,7,0,,,,,2a4c112b76046448a7436019d547b6c,0.11,,,,,en,1.1,,,,,,https://www.syedirfanajmal.com/refund-policy,2026-06-26 0:33:37
https://www.syedirfanajmal.com/assets/testimonials/brett-helling.jpeg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,4748,4748,4748,0.7036536,,0,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.402,"Thu, 25 Jun 2026 18:50:09 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/assets/testimonials/brett-helling.jpeg,2026-06-26 0:33:36
https://www.syedirfanajmal.com/assets/testimonials/chuck-wang.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,3695,3695,3695,0.547599,,0,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.085,"Thu, 25 Jun 2026 18:50:09 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/assets/testimonials/chuck-wang.jpg,2026-06-26 0:33:37
https://www.syedirfanajmal.com/terms,text/html; charset=utf-8,200,OK,Indexable,,Terms of Service · Syed Irfan Ajmal,35,313,"The terms governing your use of EMOS and Syed Irfan Ajmal's services — access, payments, responsibilities, and limitations.",123,761,,0,Terms of Service,16,,0,Real case studies. Zero filler.,31,,0,,,,https://www.syedirfanajmal.com/terms,,,,,,69462,11878,11878,1.7603196,,589,105,5.60952381,71.58411771,Fairly Easy,6.1721444,1,0,,66,66,0,90.41,40,17,0,7,7,0,,,,,237d5eefdb61c91bacb650441581f254,0.267,,,,,en,1.1,,,,,,https://www.syedirfanajmal.com/terms,2026-06-26 0:33:37
https://www.syedirfanajmal.com/_next/static/chunks/00xg0yqzpn5gg.js,application/javascript; charset=utf-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.081,"Thu, 25 Jun 2026 18:50:07 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/_next/static/chunks/00xg0yqzpn5gg.js,2026-06-26 0:33:37
https://www.syedirfanajmal.com/_next/static/chunks/0pqt~8bl3ukh4.js,application/javascript; charset=utf-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.251,"Thu, 25 Jun 2026 18:50:07 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/_next/static/chunks/0pqt~8bl3ukh4.js,2026-06-26 0:33:37
https://www.syedirfanajmal.com/privacy,text/html; charset=utf-8,200,OK,Indexable,,Privacy Policy · Syed Irfan Ajmal,33,284,"How Syed Irfan Ajmal and EMOS collect, use, and protect your information — data, payments, cookies, and your privacy rights.",124,776,,0,Privacy Policy,14,,0,Real case studies. Zero filler.,31,,0,,,,https://www.syedirfanajmal.com/privacy,,,,,,67290,11635,11635,1.724307,,549,92,5.967391304,73.49285192,Fairly Easy,5.973751,1,0,,67,67,0,91.78,39,17,0,7,7,0,,,,,e84811dbfe214099e730195146e9e049,0.277,,,,,en,1.1,,,,,,https://www.syedirfanajmal.com/privacy,2026-06-26 0:33:37
https://www.syedirfanajmal.com/_next/static/chunks/05cb37z0kpq1b.js,application/javascript; charset=utf-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.257,"Thu, 25 Jun 2026 18:50:07 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/_next/static/chunks/05cb37z0kpq1b.js,2026-06-26 0:33:38
https://www.syedirfanajmal.com/_next/static/chunks/01xlw8hd842-c.js,application/javascript; charset=utf-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.252,"Thu, 25 Jun 2026 18:50:07 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/_next/static/chunks/01xlw8hd842-c.js,2026-06-26 0:33:38
https://www.syedirfanajmal.com/_next/static/chunks/00fzuc9k6_6zc.js,application/javascript; charset=utf-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.096,"Thu, 25 Jun 2026 19:17:41 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/_next/static/chunks/00fzuc9k6_6zc.js,2026-06-26 0:33:38
https://www.syedirfanajmal.com/assets/testimonials/brie-moreau.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,5339,5339,5339,0.7912398,,0,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.241,"Thu, 25 Jun 2026 18:50:09 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/assets/testimonials/brie-moreau.jpg,2026-06-26 0:33:38
https://www.syedirfanajmal.com/clients,text/html; charset=utf-8,200,OK,Indexable,,Clients · The Roster · Syed Irfan Ajmal,39,335,"Three-tier client roster: pre-agency profile engagements, featured case studies with headline results, and the full logo grid.",126,745,,0,"Selected engagements, filed.",28,,0,Real case studies. Zero filler.,31,,0,,,,https://www.syedirfanajmal.com/clients,,,,,,84646,12505,12505,1.853241,,739,193,3.829015544,76.79266289,Fairly Easy,6.1452646,1,0,,68,63,0,86.3,41,17,0,7,7,0,,,,,4c176b661846f551152a0f2bb8c88261,0.274,,,,,en,1.1,,,,,,https://www.syedirfanajmal.com/clients,2026-06-26 0:33:38
https://www.syedirfanajmal.com/about,text/html; charset=utf-8,200,OK,Indexable,,"About · Career, Press & Recognitions · Syed Irfan Ajmal",55,486,"The story behind SIA — from bootstrapping a remote agency in 2013 to fractional CMO, international speaker, and Forbes/HBR contributor. Career chronicle, press mentions, and recognitions.",187,1176,,0,The work speaks. The numbers confirm it.,40,,0,Written for. Quoted in.,23,"Numbers, not promises.",22,,,,https://www.syedirfanajmal.com/about,,,,,,190052,27439,27439,4.0664598,,1181,269,4.390334572,81.17372997,Easy,4.0781994,1,0,,194,65,0,89.04,44,17,0,9,9,0,,,,,bd6c05876c4725770ece37321c718233,0.348,,,,,en,1.1,,,,,,https://www.syedirfanajmal.com/about,2026-06-26 0:33:38
https://www.syedirfanajmal.com/podcast,text/html; charset=utf-8,200,OK,Indexable,,Podcast · The SIA Show · Syed Irfan Ajmal,41,372,"38 episodes across 4 seasons: conversations with founders, marketers, and operators on SEO, PR, link building, remote work, and growth. Hosted by Syed Irfan Ajmal.",163,1022,,0,Conversations on business & craft.,34,,0,Melanie Martin on a $2.3 Million ROI PR Campaign,48,Six conversations worth your hour.,34,,,,https://www.syedirfanajmal.com/podcast,,,,,,196578,30569,30569,4.5303258,,1902,484,3.929752066,83.37437736,Easy,6.0523214,1,0,,104,63,0,86.3,122,55,0,12,9,0,,,,,ec5c264f8caf9010887d77cd5ec5dd06,0.115,,,,,en,1.1,,,,,,https://www.syedirfanajmal.com/podcast,2026-06-26 0:33:39
https://www.syedirfanajmal.com/assets/testimonials/azzam-sheikh.jpeg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,4529,4529,4529,0.6711978,,0,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.253,"Thu, 25 Jun 2026 18:50:09 GMT",,,,,1.1,,,,,,https://www.syedirfanajmal.com/assets/testimonials/azzam-sheikh.jpeg,2026-06-26 0:33:39
